Rating;Company Name;Salary;Salaries Reported;Location;Employment Status;Job Roles
3.8;Sasken;400000;3;Bangalore;Full Time;Android
4.5;Advanced Millennium Technologies;400000;3;Bangalore;Full Time;Android
4.0;Unacademy;1000000;3;Bangalore;Full Time;Android
3.8;SnapBizz Cloudtech;300000;3;Bangalore;Full Time;Android
4.4;Appoids Tech Solutions;600000;3;Bangalore;Full Time;Android
4.2;Freelancer;100000;3;Bangalore;Full Time;Android
3.7;SQUARE N CUBE;192000;3;Bangalore;Full Time;Android
3.1;Samsung R&D Institute India - Bangalore;400000;3;Bangalore;Full Time;Android
3.7;DXMinds Technologies;300000;3;Bangalore;Full Time;Android
3.6;Endeavour Software Technologies;600000;3;Bangalore;Full Time;Android
3.6;Craft Silicon;300000;3;Bangalore;Full Time;Android
3.9;Baronford & Associates;240000;2;Bangalore;Full Time;Android
3.7;Wibmo;900000;2;Bangalore;Full Time;Android
4.8;Retail Pulse;24000;2;Bangalore;Intern;Android
3.9;Bookmyshow;600000;2;Bangalore;Full Time;Android
3.9;Knowledge Flex;228000;2;Bangalore;Full Time;Android
3.6;Novopay Solutions;600000;2;Bangalore;Full Time;Android
3.7;WealthEngine;360000;2;Bangalore;Full Time;Android
4.0;J.P. Morgan;1000000;2;Bangalore;Full Time;Android
3.6;Acviss;500000;2;Bangalore;Full Time;Android
4.1;Fresher;408000;2;Bangalore;Full Time;Android
4.2;MedOnGo;300000;2;Bangalore;Full Time;Android
4.0;Nuclei;800000;2;Bangalore;Full Time;Android
4.4;eSecForte Technologies;228000;2;Bangalore;Full Time;Android
4.3;Moveinsync Technology Solutions;100000;2;Bangalore;Full Time;Android
3.6;Tech Mahindra;500000;2;Bangalore;Full Time;Android
4.0;ThiDiff Technologies;200000;2;Bangalore;Full Time;Android
4.9;Retranz Infolabs;500000;2;Bangalore;Full Time;Android
4.0;FicusLot;228000;2;Bangalore;Full Time;Android
3.7;KrazyBee;708000;2;Bangalore;Full Time;Android
5.0;powerplay app;396000;2;Bangalore;Intern;Android
4.2;Dcoder;700000;2;Bangalore;Full Time;Android
4.6;Masai School;500000;2;Bangalore;Full Time;Android
3.9;Integra Micro Software Services (P);500000;2;Bangalore;Full Time;Android
3.3;DocsApp;900000;2;Bangalore;Full Time;Android
5.0;Vispara Technosoft;200000;2;Bangalore;Full Time;Android
4.3;Vmoksha Technologies;228000;2;Bangalore;Full Time;Android
2.9;Artoo;400000;2;Bangalore;Full Time;Android
3.8;Edelweiss Financial Services;600000;2;Bangalore;Full Time;Android
4.0;Hubbler;400000;2;Bangalore;Full Time;Android
3.5;L&T Technology Services;500000;2;Bangalore;Full Time;Android
3.0;Rossitek Mobile Apps Development;216000;2;Bangalore;Full Time;Android
1.0;Pricyfy;216000;2;Bangalore;Full Time;Android
2.9;MYNEWCAR;300000;2;Bangalore;Full Time;Android
4.1;IBM;540000;2;Bangalore;Full Time;Android
3.7;Panel Coder Software Technologies;400000;2;Bangalore;Full Time;Android
3.9;Knitter;500000;2;Bangalore;Full Time;Android
3.8;3Embed Software Technologies;400000;2;Bangalore;Full Time;Android
3.4;Web Digital Mantra;100000;2;Bangalore;Full Time;Android
4.5;FitnyTech;252000;2;Bangalore;Full Time;Android
4.8;CRK Gida Technologies;700000;2;Bangalore;Full Time;Android
3.7;FuGenX Technologies;100000;2;Bangalore;Full Time;Android
4.6;Outthinking;200000;2;Bangalore;Full Time;Android
2.8;iMars Technologies;156000;2;Bangalore;Full Time;Android
4.7;GreedyGame;348000;2;Bangalore;Intern;Android
4.1;In Time Tec;600000;2;Bangalore;Full Time;Android
4.3;IndGlobal;300000;2;Bangalore;Full Time;Android
4.1;CYBERNETYX Interaktiv;864000;2;Bangalore;Full Time;Android
3.7;Karabi Software;120000;2;Bangalore;Full Time;Android
4.3;Keyfalcon Solutions;400000;2;Bangalore;Full Time;Android
3.9;ABCDEF;168000;2;Bangalore;Full Time;Android
4.6;Cumulations Technologies;400000;2;Bangalore;Full Time;Android
4.2;Dcoder;96000;2;Bangalore;Intern;Android
5.0;powerplay app;1000000;2;Bangalore;Full Time;Android
4.0;Fembuddy;420000;2;Bangalore;Full Time;Android
4.5;Blewsoft Technologies;240000;2;Bangalore;Full Time;Android
4.2;Across The Globe;72000;2;Bangalore;Intern;Android
3.9;HARMAN;700000;2;Bangalore;Full Time;Android
3.2;Oust Labs;396000;2;Bangalore;Full Time;Android
4.0;Kaskeid Designs;264000;2;Bangalore;Full Time;Android
3.6;TruKKer Technologies;500000;2;Bangalore;Full Time;Android
3.3;Datamatics Global Services;1000000;2;Bangalore;Full Time;Android
3.1;Grabhouse;672000;2;Bangalore;Full Time;Android
2.8;Msewa Software Solution;276000;2;Bangalore;Full Time;Android
3.8;Honeywell;800000;2;Bangalore;Full Time;Android
3.7;Prematix Software Solution;200000;2;Bangalore;Full Time;Android
3.4;Provab Technosoft;492000;2;Bangalore;Full Time;Android
3.0;Ai-Connect;600000;1;Bangalore;Full Time;Android
3.3;Idea infinity IT Solutions;300000;1;Bangalore;Full Time;Android
3.1;Developer On Rent;300000;1;Bangalore;Full Time;Android
4.0;OZOPROP Technologies;432000;1;Bangalore;Full Time;Android
3.7;ThinkTac;200000;1;Bangalore;Intern;Android
4.3;Ashwin Infotrron;1188000;1;Bangalore;Full Time;Android
4.5;Housejoy;500000;1;Bangalore;Full Time;Android
5.0;Proven Solution;500000;1;Bangalore;Full Time;Android
5.0;Blooms Mobility Technologies;300000;1;Bangalore;Full Time;Android
3.9;DT Consulting;1000000;1;Bangalore;Full Time;Android
4.8;Kartel Technosoft;400000;1;Bangalore;Full Time;Android
3.9;Philips;500000;1;Bangalore;Full Time;Android
3.4;Vensure Employer Services;732000;1;Bangalore;Full Time;Android
4.5;QuHu;120000;1;Bangalore;Intern;Android
4.1;Software Developers;684000;1;Bangalore;Full Time;Android
4.0;Livwell holding;500000;1;Bangalore;Full Time;Android
3.8;Uolo Technology;800000;1;Bangalore;Full Time;Android
3.3;MSL Learning Systems;400000;1;Bangalore;Full Time;Android
4.8;Fermedicius Labs;200000;1;Bangalore;Full Time;Android
4.1;Dunzo;2800000;1;Bangalore;Full Time;Android
3.7;ABC Tech;852000;1;Bangalore;Full Time;Android
4.3;SpurTree Technologies;700000;1;Bangalore;Full Time;Android
4.0;Grab (India);1200000;1;Bangalore;Full Time;Android
3.9;42Gears Mobility Systems;900000;1;Bangalore;Full Time;Android
4.1;Tata;400000;1;Bangalore;Full Time;Android
4.1;Kruzr;228000;1;Bangalore;Full Time;Android
4.0;NimbusParc TechnoLab;400000;1;Bangalore;Full Time;Android
3.3;NvestCampus;400000;1;Bangalore;Full Time;Android
4.4;nth Exam;252000;1;Bangalore;Intern;Android
4.0;Walmart Global Tech;2300000;1;Bangalore;Full Time;Android
4.0;ThreeFiveEight;300000;1;Bangalore;Full Time;Android
4.0;Familybirdz Tech;400000;1;Bangalore;Full Time;Android
3.4;Photon;1000000;1;Bangalore;Full Time;Android
4.0;Matcoms labs;84000;1;Bangalore;Intern;Android
4.5;Money View;468000;1;Bangalore;Intern;Android
4.6;Masai School;800000;1;Bangalore;Intern;Android
4.7;Sanjay Kandoth MD;300000;1;Bangalore;Full Time;Android
4.2;Volvo Group;900000;1;Bangalore;Full Time;Android
3.6;Quess;700000;1;Bangalore;Contractor;Android
3.9;OnMobile;900000;1;Bangalore;Full Time;Android
3.5;Nymo;700000;1;Bangalore;Full Time;Android
4.3;Immerpact;264000;1;Bangalore;Full Time;Android
4.5;FinBox;240000;1;Bangalore;Intern;Android
4.4;Webloom;600000;1;Bangalore;Full Time;Android
3.8;Hexwhale;120000;1;Bangalore;Full Time;Android
4.5;Indian Institute of Science;408000;1;Bangalore;Full Time;Android
3.9;Landmark Group;1000000;1;Bangalore;Contractor;Android
4.1;Codeinks Software;228000;1;Bangalore;Full Time;Android
3.9;Zyoin;400000;1;Bangalore;Full Time;Android
4.1;Adjetter;500000;1;Bangalore;Full Time;Android
3.9;Ultimate tek Solutions;300000;1;Bangalore;Full Time;Android
3.8;Bounce;700000;1;Bangalore;Full Time;Android
2.4;iServices;500000;1;Bangalore;Contractor;Android
3.9;IonIdea;500000;1;Bangalore;Full Time;Android
3.7;inGen Dynamics;228000;1;Bangalore;Full Time;Android
3.8;ITC;500000;1;Bangalore;Full Time;Android
5.0;ID Foundry;600000;1;Bangalore;Full Time;Android
3.4;FanFight;1000000;1;Bangalore;Full Time;Android
4.8;Intugine Technologies;216000;1;Bangalore;Intern;Android
4.0;Deloitte;1200000;1;Bangalore;Full Time;Android
4.3;Noon Academy;1300000;1;Bangalore;Full Time;Android
3.5;Allstate;400000;1;Bangalore;Full Time;Android
3.7;NIIT;120000;1;Bangalore;Full Time;Android
2.4;Chromozome Network;192000;1;Bangalore;Full Time;Android
4.1;MoEngage;1000000;1;Bangalore;Full Time;Android
4.0;Maven Cluster Software;200000;1;Bangalore;Full Time;Android
3.0;Nerve Centrex Software;600000;1;Bangalore;Full Time;Android
4.1;Nitish Verma;300000;1;Bangalore;Full Time;Android
4.1;First Student;2200000;1;Bangalore;Intern;Android
4.1;Sulopa Solutions;144000;1;Bangalore;Full Time;Android
2.2;ZINOHA PHARMACY;672000;1;Bangalore;Full Time;Android
4.2;Tarento;312000;1;Bangalore;Full Time;Android
4.0;Freshers.com;348000;1;Bangalore;Full Time;Android
3.8;Kavin Corporation;480000;1;Bangalore;Full Time;Android
4.0;Mantra Labs;500000;1;Bangalore;Full Time;Android
3.3;Ola;200000;1;Bangalore;Full Time;Android
3.8;Amazon;228000;1;Bangalore;Full Time;Android
4.4;Alfalasi Tech;400000;1;Bangalore;Full Time;Android
5.0;Qualtech Telesys;408000;1;Bangalore;Full Time;Android
4.0;Insigma Vision;500000;1;Bangalore;Full Time;Android
5.0;Cogcons;432000;1;Bangalore;Full Time;Android
3.1;Thampy Digital;900000;1;Bangalore;Full Time;Android
2.7;Khosla Labs;800000;1;Bangalore;Full Time;Android
4.5;Mindera;600000;1;Bangalore;Full Time;Android
4.4;Microsoft;2100000;1;Bangalore;Full Time;Android
3.7;Paytm Money;1900000;1;Bangalore;Full Time;Android
4.6;Magna Health Solutions;180000;1;Bangalore;Full Time;Android
3.7;Fujitsu;500000;1;Bangalore;Full Time;Android
4.0;AppiVa Software;300000;1;Bangalore;Full Time;Android
4.0;IrisActive Communications;400000;1;Bangalore;Full Time;Android
5.0;Synxgen;252000;1;Bangalore;Full Time;Android
4.0;Arcomatic;500000;1;Bangalore;Full Time;Android
3.9;Zvky Design;200000;1;Bangalore;Full Time;Android
3.6;Apogee Global;192000;1;Bangalore;Full Time;Android
3.6;Varadhi Smartek;100000;1;Bangalore;Full Time;Android
4.0;Practo Technologies;900000;1;Bangalore;Full Time;Android
4.3;IT Contractors;360000;1;Bangalore;Full Time;Android
4.0;Meesho;1400000;1;Bangalore;Full Time;Android
4.6;Citrin Technologies;400000;1;Bangalore;Full Time;Android
4.8;LocalRamu;252000;1;Bangalore;Full Time;Android
4.2;21North Europ Assistance;400000;1;Bangalore;Full Time;Android
4.5;CRED;300000;1;Bangalore;Full Time;Android
3.1;Inquirly;400000;1;Bangalore;Full Time;Android
3.0;ASZ Technologies;800000;1;Bangalore;Full Time;Android
3.2;Geepas;408000;1;Bangalore;Full Time;Android
4.2;CodeGama;624000;1;Bangalore;Full Time;Android
3.8;Globex Digital Solutions;1400000;1;Bangalore;Full Time;Android
4.4;Mentric Group;400000;1;Bangalore;Full Time;Android
4.2;Across The Globe;240768;1;Bangalore;Full Time;Android
5.0;MyCotra;500000;1;Bangalore;Full Time;Android
4.3;Youth Empowerment Foundation;300000;1;Bangalore;Full Time;Android
5.0;Cloud Can Technologies;400000;1;Bangalore;Full Time;Android
3.6;ZipGo;600000;1;Bangalore;Full Time;Android
4.0;HostRider;300000;1;Bangalore;Full Time;Android
3.9;PayCraft Solutions;1000000;1;Bangalore;Full Time;Android
4.0;teleChikitsa;216000;1;Bangalore;Full Time;Android
3.8;DynPro;800000;1;Bangalore;Full Time;Android
3.0;eValai Infotech;576000;1;Bangalore;Full Time;Android
4.0;Hughes Systique;720000;1;Bangalore;Full Time;Android
4.5;Amli Network;2000000;1;Bangalore;Full Time;Android
4.1;SmartQ;600000;1;Bangalore;Full Time;Android
3.7;Wisdomleaf Technologies;744000;1;Bangalore;Full Time;Android
2.4;Travelyaari;1200000;1;Bangalore;Contractor;Android
3.1;Nation Learns;216000;1;Bangalore;Full Time;Android
4.2;Rapido;1100000;1;Bangalore;Full Time;Android
2.8;Docket Tech;400000;1;Bangalore;Full Time;Android
3.7;QuickRide;300000;1;Bangalore;Full Time;Android
3.5;Six Dee Telecom Solutions;720000;1;Bangalore;Full Time;Android
3.7;Food Vybe;120000;1;Bangalore;Intern;Android
3.9;Tettares Software Solutions;144000;1;Bangalore;Intern;Android
3.7;Center Parcs;120000;1;Bangalore;Intern;Android
4.6;slice;636000;1;Bangalore;Intern;Android
4.0;Tala;1000000;1;Bangalore;Contractor;Android
3.3;The Otherside;200000;1;Bangalore;Full Time;Android
4.4;FP Tech Science;7100000;1;Bangalore;Full Time;Android
3.2;Qleverlabs Technologies;600000;1;Bangalore;Full Time;Android
3.2;ZopNow;1200000;1;Bangalore;Full Time;Android
4.9;Spinta Digital;360000;1;Bangalore;Full Time;Android
4.5;Groww;708000;1;Bangalore;Intern;Android
4.0;nothing;300000;1;Bangalore;Full Time;Android
1.8;Prowide Solutions;900000;1;Bangalore;Full Time;Android
3.0;Teligenz Tech Solutions;180000;1;Bangalore;Full Time;Android
3.5;Vebbler;1300000;1;Bangalore;Full Time;Android
4.3;Melio Systems;228000;1;Bangalore;Full Time;Android
4.0;Uniservice Technology Solutions;600000;1;Bangalore;Full Time;Android
4.1;HealthifyMe;800000;1;Bangalore;Full Time;Android
5.0;Simtech Solutions;648000;1;Bangalore;Full Time;Android
2.9;MMAD Apps;288000;1;Bangalore;Full Time;Android
4.8;Intugine Technologies;372000;1;Bangalore;Full Time;Android
3.7;Blue Rose Technologies;1300000;1;Bangalore;Full Time;Android
5.0;Talent Zone Consultants;400000;1;Bangalore;Full Time;Android
3.9;Aspire Software Consultancy;300000;1;Bangalore;Full Time;Android
3.6;Wenzins;300000;1;Bangalore;Full Time;Android
4.0;Launchers World Software;192000;1;Bangalore;Full Time;Android
4.3;Grab;1200000;1;Bangalore;Full Time;Android
4.0;Mindtree;600000;1;Bangalore;Contractor;Android
3.5;Easoftech Solutions;600000;1;Bangalore;Full Time;Android
5.0;Rusé Home;600000;1;Bangalore;Full Time;Android
4.9;TIGI HR Solution;504000;1;Bangalore;Full Time;Android
4.4;QTalk;288000;1;Bangalore;Intern;Android
4.1;Ubona;1400000;1;Bangalore;Full Time;Android
4.5;KSJ Technology;500000;1;Bangalore;Contractor;Android
4.4;Dozee;444000;1;Bangalore;Full Time;Android
3.8;XYZ;800000;1;Bangalore;Full Time;Android
3.9;Philips;300000;1;Bangalore;Intern;Android
4.6;Razorthink;400000;1;Bangalore;Full Time;Android
4.0;Nanite Solutions;300000;1;Bangalore;Full Time;Android
4.0;DexIdeate;252000;1;Bangalore;Full Time;Android
4.0;Fresherworld.com;400000;1;Bangalore;Full Time;Android
4.0;Immersion Software Labs;400000;1;Bangalore;Full Time;Android
3.3;MNM Media;200000;1;Bangalore;Full Time;Android
3.1;Digital Aristotle;1500000;1;Bangalore;Full Time;Android
2.1;GSA TechWorld;384000;1;Bangalore;Full Time;Android
4.5;Google;1900000;1;Bangalore;Full Time;Android
4.7;Inito;672000;1;Bangalore;Full Time;Android
5.0;GetVu;600000;1;Bangalore;Full Time;Android
4.0;ZaranTech;516000;1;Bangalore;Full Time;Android
5.0;IBetterTechnologies;588000;1;Bangalore;Full Time;Android
2.3;GPSDesk;300000;1;Bangalore;Full Time;Android
4.7;adeptpros;200000;1;Bangalore;Full Time;Android
4.1;Mishipay;1000000;1;Bangalore;Full Time;Android
4.4;Gojek;2100000;1;Bangalore;Full Time;Android
4.2;Gozo;300000;1;Bangalore;Full Time;Android
4.9;Retranz Infolabs;168000;1;Bangalore;Intern;Android
4.0;Nuclei;264000;1;Bangalore;Intern;Android
4.1;OliveBoard;1100000;1;Bangalore;Full Time;Android
3.9;Mahiti Infotech;300000;1;Bangalore;Full Time;Android
4.8;Henote Technologies;600000;1;Bangalore;Full Time;Android
4.1;Plivo;552000;1;Bangalore;Intern;Android
4.5;Myelin Foundry;372000;1;Bangalore;Intern;Android
3.4;News Corp;1600000;1;Bangalore;Full Time;Android
4.1;Lenskart Solutions;1000000;1;Bangalore;Full Time;Android
3.8;HungerBox;1000000;1;Bangalore;Full Time;Android
3.5;Appface;168000;1;Bangalore;Contractor;Android
3.4;OYO;1400000;1;Bangalore;Full Time;Android
3.6;T.I.G.E.R. Innovations;540000;1;Bangalore;Full Time;Android
4.6;Appiness Interactive;144000;1;Bangalore;Intern;Android
3.7;Diverse Lynx;800000;1;Bangalore;Full Time;Android
4.8;Dropshop;800000;1;Bangalore;Full Time;Android
4.0;Time Logic Solutions;900000;1;Bangalore;Full Time;Android
3.3;Hotstar;2400000;1;Bangalore;Full Time;Android
5.0;Human Fractal.Ai;168000;1;Bangalore;Intern;Android
3.7;Adaalo;200000;1;Bangalore;Full Time;Android
3.8;Chumbak Design;700000;1;Bangalore;Full Time;Android
4.2;Licious;600000;1;Bangalore;Full Time;Android
4.0;Object Scope;200000;1;Bangalore;Full Time;Android
3.3;Incture Technologies;500000;1;Bangalore;Full Time;Android
4.1;Tesco Bengaluru;1800000;1;Bangalore;Full Time;Android
3.9;ATG;156000;1;Bangalore;Intern;Android
4.4;ZikraByte;300000;1;Bangalore;Full Time;Android
3.0;Katerra;400000;1;Bangalore;Full Time;Android
4.1;MountBlue Technologies;300000;1;Bangalore;Full Time;Android
4.2;Embitel Technologies;1000000;1;Bangalore;Full Time;Android
2.3;Gypsee;336000;1;Bangalore;Full Time;Android
4.0;Aspiring Wings Technologies;300000;1;Bangalore;Full Time;Android
1.8;Gridlle;228000;1;Bangalore;Full Time;Android
4.0;Nirav Patel;800000;1;Bangalore;Full Time;Android
3.8;Amazon;300000;1;Bangalore;Full Time;Android
4.5;FamPay;1128000;1;Bangalore;Full Time;Android
3.2;InnoEye Technologies;288000;1;Bangalore;Full Time;Android
3.9;AppZoy;228000;1;Bangalore;Full Time;Android
2.8;Sprim;600000;1;Bangalore;Full Time;Android
4.8;HummingWave Technologies;600000;1;Bangalore;Full Time;Android
4.1;XXX Energy Drink;1000000;1;Bangalore;Full Time;Android
4.4;Tarams India;900000;1;Bangalore;Full Time;Android
3.9;Unizen Technologies;800000;1;Bangalore;Full Time;Android
4.0;The Sparks Foundation;276000;1;Bangalore;Intern;Android
4.5;Zoho;1100000;1;Bangalore;Full Time;Android
3.6;GoodWorkLabs Services;400000;1;Bangalore;Full Time;Android
3.6;PurpleFront;400000;1;Bangalore;Full Time;Android
4.1;GeoSpark;800000;1;Bangalore;Full Time;Android
4.0;Q;800000;1;Bangalore;Full Time;Android
1.8;ICT Health;600000;1;Bangalore;Full Time;Android
4.2;Tipstat;1000000;1;Bangalore;Full Time;Android
3.7;Arvind Internet;400000;1;Bangalore;Full Time;Android
3.9;XYZ;400000;1;Bangalore;Full Time;Android
4.2;AppScript Mobile Solutions;300000;1;Bangalore;Full Time;Android
4.3;PhonePe;2500000;1;Bangalore;Full Time;Android
4.0;Knappily;336000;1;Bangalore;Full Time;Android
3.8;Harsha;240000;1;Bangalore;Full Time;Android
4.1;LeadSquared;1200000;1;Bangalore;Full Time;Android
3.9;Solv (India);500000;1;Bangalore;Contractor;Android
5.0;Walfin Tech;1200000;1;Bangalore;Full Time;Android
4.1;CONZUMEX INDUSTRIES;6900000;1;Bangalore;Full Time;Android
4.0;by;468000;1;Bangalore;Full Time;Android
3.7;Fincare Small Finanace Bank;800000;1;Bangalore;Full Time;Android
5.0;Zingo Hotels;400000;1;Bangalore;Full Time;Android
3.0;iHorse Technologies;300000;1;Bangalore;Full Time;Android
5.0;DeepBiz;300000;1;Bangalore;Full Time;Android
3.7;ITC Infotech;400000;1;Bangalore;Full Time;Android
3.6;JustDial;1600000;1;Bangalore;Full Time;Android
4.5;Google;2200000;1;Bangalore;Full Time;Android
4.0;Fakeeh Technologies;100000;1;Bangalore;Full Time;Android
3.9;Landmark Group;1000000;1;Bangalore;Full Time;Android
4.0;Nones;288000;1;Bangalore;Full Time;Android
4.3;Wow Labz;216000;1;Bangalore;Intern;Android
4.2;Juniper Networks;2000000;1;Bangalore;Full Time;Android
4.0;eGlu (India);600000;1;Bangalore;Full Time;Android
4.5;FamPay;288000;1;Bangalore;Intern;Android
3.0;DaDa;100000;1;Bangalore;Full Time;Android
3.4;Sun Telematics;132000;1;Bangalore;Full Time;Android
4.2;Redhat Safety Training & Consulting;700000;1;Bangalore;Full Time;Android
3.0;Vestrics Technologies;1100000;1;Bangalore;Full Time;Android
3.7;Saveo;1100000;1;Bangalore;Full Time;Android
3.1;HireCraft;324000;1;Bangalore;Full Time;Android
3.9;Inkoniq IT Solutions;744000;1;Bangalore;Full Time;Android
4.0;StayGlad;1000000;1;Bangalore;Full Time;Android
4.7;adeptpros;108000;1;Bangalore;Intern;Android
4.0;Visionpix Technologies;700000;1;Bangalore;Full Time;Android
4.1;Swiggy;1000000;1;Bangalore;Full Time;Android
3.3;Onn Bikes;300000;1;Bangalore;Full Time;Android
4.1;Tententen Digital Products;1000000;1;Bangalore;Full Time;Android
4.2;Blue Yonder;372000;1;Bangalore;Full Time;Android
4.3;AppsXhone;396000;1;Bangalore;Full Time;Android
2.2;Pucho;60000;1;Bangalore;Intern;Android
3.7;Sysfore Technologies;300000;1;Bangalore;Full Time;Android
2.4;Rheo TV;396000;1;Bangalore;Full Time;Android
4.4;Rangam Infotech;1200000;1;Bangalore;Full Time;Android
3.4;Yatra Online Pvt Ltd;1500000;1;Bangalore;Full Time;Android
4.1;nSmiles;500000;1;Bangalore;Full Time;Android
4.0;Mappedev Technologies;348000;1;Bangalore;Full Time;Android
3.4;L Connectt;408000;1;Bangalore;Full Time;Android
2.9;LiRCTek;672000;1;Bangalore;Full Time;Android
4.0;SaltMines Technologies;400000;1;Bangalore;Full Time;Android
4.5;Unnati;1000000;1;Bangalore;Full Time;Android
3.2;Shaw Academy;1200000;1;Bangalore;Full Time;Android
3.7;Kings Learning;672000;1;Bangalore;Full Time;Android
3.7;TechJini;900000;1;Bangalore;Full Time;Android
2.6;Technobyte Info Services;192000;1;Bangalore;Full Time;Android
3.6;Tech Mahindra;400000;1;Bangalore;Full Time;Android
4.2;Mathnasium;264000;1;Bangalore;Full Time;Android
4.1;BitClass;1200000;1;Bangalore;Full Time;Android
4.3;Josh Talks;1152000;1;Bangalore;Intern;Android
4.3;Coder Camps;100000;1;Bangalore;Full Time;Android
5.0;Baatu.Tech;1000000;1;Bangalore;Full Time;Android
4.3;Coviam;700000;1;Bangalore;Full Time;Android
3.5;Transerve;200000;1;Bangalore;Full Time;Android
4.0;RentOnGo;960000;1;Bangalore;Full Time;Android
4.0;Hudson Agile Technologies;180000;1;Bangalore;Full Time;Android
3.5;HousingMan;400000;1;Bangalore;Full Time;Android
4.6;Vaayoo;300000;1;Bangalore;Full Time;Android
4.0;Priyanka;300000;1;Bangalore;Full Time;Android
4.8;Heptagon Technologies;324000;1;Bangalore;Full Time;Android
3.9;NDTV Worldwide;192000;1;Bangalore;Full Time;Android
3.4;Quikr India;400000;1;Bangalore;Contractor;Android
4.0;Soedge Technologies Pvt LTD;900000;1;Bangalore;Full Time;Android
3.3;Provenlogic;200000;1;Bangalore;Full Time;Android
4.1;Tealthcare;1400000;1;Bangalore;Full Time;Android
4.4;Intership;240000;1;Bangalore;Full Time;Android
2.9;Vikas Global Solutions;276000;1;Bangalore;Full Time;Android
4.0;Lotus Cloud;500000;1;Bangalore;Full Time;Android
1.0;CEWIDUS Solutions;120000;1;Bangalore;Full Time;Android
3.9;Thincnext;252000;1;Bangalore;Full Time;Android
4.0;Cynosure Corporate Solutions;1300000;1;Bangalore;Full Time;Android
3.7;Cosmonet Solutions;400000;1;Bangalore;Full Time;Android
3.9;ESDS Software Solution;300000;1;Bangalore;Full Time;Android
3.6;Press Ganey;500000;1;Bangalore;Full Time;Android
2.9;Woovly;1200000;1;Bangalore;Full Time;Android
4.0;Perform Digital;500000;1;Bangalore;Full Time;Android
2.0;Pro-Link Technosoft;264000;1;Bangalore;Full Time;Android
3.8;Flatworld Solutions;1300000;1;Bangalore;Full Time;Android
3.5;Ekagga Technology;300000;1;Bangalore;Full Time;Android
4.4;Emilda Solutions;500000;1;Bangalore;Full Time;Android
4.1;Valtech;600000;1;Bangalore;Full Time;Android
4.0;Falabella India;1600000;1;Bangalore;Full Time;Android
3.9;Kirusa;1100000;1;Bangalore;Full Time;Android
3.9;Genpact;500000;1;Bangalore;Full Time;Android
4.5;Bizom;312000;1;Bangalore;Intern;Android
3.1;Quest Global;600000;1;Bangalore;Full Time;Android
4.6;Google-eLearn;660000;1;Bangalore;Full Time;Android
3.0;XENOPS TECHNOLOGIES;500000;1;Bangalore;Full Time;Android
4.2;Hashtaag;200000;1;Bangalore;Full Time;Android
2.2;Neutrinos Solutions;100000;1;Bangalore;Full Time;Android
4.0;Intellicar;700000;1;Bangalore;Full Time;Android
3.9;Reliance Industries;1200000;1;Bangalore;Full Time;Android
4.1;B-Mates Technologies;576000;1;Bangalore;Full Time;Android
4.2;Johnson & Johnson;700000;1;Bangalore;Full Time;Android
4.3;Vatsal Technosoft;192000;1;Bangalore;Full Time;Android
4.9;AppBrowzer;600000;1;Bangalore;Full Time;Android
4.7;IOO Labs;300000;1;Bangalore;Full Time;Android
4.1;Tealthcare;144000;1;Bangalore;Intern;Android
4.5;IngroInfo Software Solutions;228000;1;Bangalore;Full Time;Android
4.5;ISKCON Bangalore;500000;1;Bangalore;Full Time;Android
4.5;TechManyata Software Solutions;192000;1;Bangalore;Full Time;Android
4.6;Palle Technology;72000;1;Bangalore;Full Time;Android
4.3;Tarang;400000;1;Bangalore;Full Time;Android
3.4;Mialo Technologies;200000;1;Bangalore;Full Time;Android
4.4;Pace Wisdom Solutions;600000;1;Bangalore;Full Time;Android
4.4;ShareChat;1700000;1;Bangalore;Full Time;Android
5.0;Set Milestone for the Success;1400000;1;Bangalore;Full Time;Android
4.0;Designurway;264000;1;Bangalore;Full Time;Android
3.3;Bellary Computer IT Solutions;300000;1;Bangalore;Full Time;Android
3.9;Toolyt;108000;1;Bangalore;Full Time;Android
4.0;Deja View Concepts;600000;1;Bangalore;Full Time;Android
3.8;Shubh Loans;348000;1;Bangalore;Full Time;Android
4.0;PrimeScrypt;288000;1;Bangalore;Full Time;Android
3.0;Colors Software;200000;1;Bangalore;Full Time;Android
2.2;Nurture Software Solutions;800000;1;Bangalore;Full Time;Android
3.9;Arokia IT;132000;1;Bangalore;Full Time;Android
4.0;Faststream Technologies;600000;1;Bangalore;Full Time;Android
4.8;Beaconstac;1400000;1;Bangalore;Full Time;Android
3.9;Stockal;864000;1;Bangalore;Full Time;Android
4.3;Nineleaps Technology Solutions;168000;1;Bangalore;Intern;Android
3.8;SANDEEP DIAMOND;1200000;1;Bangalore;Full Time;Android
2.6;Carmatec;804000;1;Bangalore;Full Time;Android
4.0;LawForsure;200000;1;Bangalore;Full Time;Android
5.0;Servomate Technologies;288000;1;Bangalore;Full Time;Android
3.8;FourBrick Technologies;180000;1;Bangalore;Full Time;Android
3.6;Comedy Central;500000;1;Bangalore;Full Time;Android
4.0;Apar Technologies;100000;1;Bangalore;Full Time;Android
4.4;QTalk;700000;1;Bangalore;Full Time;Android
3.9;PwC;516000;1;Bangalore;Full Time;Android
3.4;Quikr India;200000;1;Bangalore;Full Time;Android
