Rating;Company Name;Salary;Salaries Reported;Location;Employment Status;Job Roles
4.0;Meesho;2300000;7;Bangalore;Full Time;SDE
4.2;InMobi;1400000;3;Bangalore;Full Time;SDE
4.1;Expedia Group;3100000;3;Bangalore;Full Time;SDE
4.0;DONE by NONE;396000;3;Bangalore;Full Time;SDE
3.4;Photon;3200000;1;Bangalore;Full Time;SDE
4.1;Rubrik;3200000;1;Bangalore;Full Time;SDE
4.5;Healofy;3200000;1;Bangalore;Full Time;SDE
4.4;ShareChat;3200000;3;Bangalore;Full Time;SDE
3.7;Groupon;2600000;3;Bangalore;Full Time;SDE
4.1;PayPal;2800000;4;Bangalore;Full Time;SDE
4.0;Tesco Bengaluru;3200000;3;Bangalore;Full Time;SDE
3.7;Trellix;3300000;1;Bangalore;Full Time;SDE
4.2;Uraan Softskills;3300000;1;Bangalore;Full Time;SDE
4.3;Jumio;3300000;2;Bangalore;Full Time;SDE
3.6;HolidayIQ;396000;1;Bangalore;Intern;SDE
3.7;Synamedia;396000;1;Bangalore;Full Time;SDE
3.8;PayU;396000;1;Bangalore;Intern;SDE
4.1;Flipkart;396000;2;Bangalore;Intern;SDE
4.1;Expedia Group;396000;2;Bangalore;Intern;SDE
4.3;Intel Corporation;396000;2;Bangalore;Intern;SDE
4.5;Postman;396000;2;Bangalore;Intern;SDE
3.3;Hotstar;2600000;4;Bangalore;Full Time;SDE
3.6;Trell;384000;10;Bangalore;Intern;SDE
4.3;ShopUp;408000;1;Bangalore;Intern;SDE
4.3;Flexiple;408000;1;Bangalore;Intern;SDE
4.7;FloBiz;408000;1;Bangalore;Intern;SDE
4.5;FresherEngineers.com;408000;1;Bangalore;Full Time;SDE
4.5;Bright Money;408000;2;Bangalore;Intern;SDE
3.9;Arm;408000;2;Bangalore;Intern;SDE
4.8;iNatrix;408000;1;Bangalore;Full Time;SDE
4.4;Red Hat;408000;1;Bangalore;Intern;SDE
4.4;AntWak;408000;1;Bangalore;Intern;SDE
3.9;Publicis Sapient;408000;2;Bangalore;Intern;SDE
4.0;InterviewBit;408000;2;Bangalore;Intern;SDE
3.6;IGATE;408000;2;Bangalore;Full Time;SDE
4.6;Whatfix;408000;2;Bangalore;Intern;SDE
3.9;Test Yantra;408000;2;Bangalore;Full Time;SDE
4.2;Volvo Group;3500000;3;Bangalore;Full Time;SDE
4.5;Bright Money;420000;3;Bangalore;Intern;SDE
4.3;Fidelity Investments;420000;3;Bangalore;Intern;SDE
4.4;Scaler Academy;420000;3;Bangalore;Intern;SDE
3.5;Trilogy Innovations;3500000;2;Bangalore;Full Time;SDE
4.5;Akamai;420000;2;Bangalore;Intern;SDE
4.1;MiQ;420000;2;Bangalore;Intern;SDE
3.8;FIS;420000;1;Bangalore;Full Time;SDE
4.8;Conwo Solutions;420000;1;Bangalore;Intern;SDE
3.9;BuyHatke;420000;2;Bangalore;Intern;SDE
4.1;HyperVerge;420000;3;Bangalore;Intern;SDE
4.5;Akamai;420000;4;Bangalore;Intern;SDE
4.0;CommerceIQ;3600000;2;Bangalore;Full Time;SDE
3.9;Western Digital;432000;2;Bangalore;Intern;SDE
4.1;Expedia Group;432000;1;Bangalore;Intern;SDE
2.4;ByDesign India;432000;1;Bangalore;Full Time;SDE
3.9;Tata Consultancy Services;432000;2;Bangalore;Full Time;SDE
4.0;Zeta Suite;2400000;4;Bangalore;Full Time;SDE
3.9;Aeronautical Development Agency;444000;1;Bangalore;Contractor;SDE
3.9;Sadanika Solutions;444000;1;Bangalore;Full Time;SDE
4.1;Fresher;360000;4;Bangalore;Full Time;SDE
3.3;Ola;3100000;15;Bangalore;Full Time;SDE
4.1;Flipkart;3500000;5;Bangalore;Full Time;SDE
4.2;InMobi;3000000;3;Bangalore;Full Time;SDE
4.1;Flipkart;2600000;22;Bangalore;Full Time;SDE
4.0;Freshers.com;3800000;1;Bangalore;Full Time;SDE
3.6;PharmEasy;456000;2;Bangalore;Intern;SDE
3.8;B.MUKESH;456000;1;Bangalore;Full Time;SDE
4.4;Cradlepoint;456000;2;Bangalore;Intern;SDE
4.2;Licious;456000;2;Bangalore;Intern;SDE
3.9;Standard Chartered Bank;456000;1;Bangalore;Intern;SDE
3.7;Sixt;456000;1;Bangalore;Intern;SDE
4.2;Jivox;456000;1;Bangalore;Intern;SDE
4.1;Vahan;456000;1;Bangalore;Intern;SDE
4.2;InMobi;456000;2;Bangalore;Intern;SDE
4.4;Surya Software;456000;1;Bangalore;Full Time;SDE
3.8;Signzy;456000;1;Bangalore;Intern;SDE
4.6;Increff;456000;1;Bangalore;Intern;SDE
3.6;Timken;456000;1;Bangalore;Full Time;SDE
4.0;Plotline;456000;1;Bangalore;Intern;SDE
4.8;Thiagarajar College of Engineering;456000;1;Bangalore;Full Time;SDE
4.1;MAERSK;456000;2;Bangalore;Intern;SDE
4.1;MAERSK;456000;2;Bangalore;Intern;SDE
3.7;Happay;456000;2;Bangalore;Full Time;SDE
4.1;Siemens Healthineers;456000;2;Bangalore;Intern;SDE
4.1;Swiggy;3600000;4;Bangalore;Full Time;SDE
4.2;Volvo Group;3700000;3;Bangalore;Full Time;SDE
4.1;First Student;240000;3;Bangalore;Intern;SDE
4.1;Swiggy;480000;5;Bangalore;Intern;SDE
4.5;HackerRank;300000;9;Bangalore;Intern;SDE
4.3;Cisco Systems;3500000;4;Bangalore;Full Time;SDE
4.6;Ushur;468000;1;Bangalore;Intern;SDE
3.6;Supr Daily;468000;1;Bangalore;Intern;SDE
3.7;Verzeo;468000;1;Bangalore;Full Time;SDE
3.9;Baronford & Associates;468000;1;Bangalore;Intern;SDE
4.5;FamPay;468000;1;Bangalore;Intern;SDE
3.9;Simpl;468000;1;Bangalore;Intern;SDE
4.0;FlyFin;468000;1;Bangalore;Intern;SDE
4.0;Continental Automotive Group;468000;1;Bangalore;Full Time;SDE
4.5;ZestMoney;468000;1;Bangalore;Intern;SDE
4.0;Albuquerque Isotopes;468000;1;Bangalore;Intern;SDE
4.0;Legato Health Technologies;468000;1;Bangalore;Intern;SDE
4.1;Qualcomm;468000;1;Bangalore;Intern;SDE
4.3;Mindfire Solutions;468000;2;Bangalore;Full Time;SDE
4.4;Girmiti Software;468000;2;Bangalore;Full Time;SDE
3.7;Commvault;468000;2;Bangalore;Intern;SDE
4.2;American Express;468000;2;Bangalore;Intern;SDE
3.9;Tata Consultancy Services;300000;2;Bangalore;Full Time;SDE
3.9;North American Corporation;300000;2;Bangalore;Full Time;SDE
3.6;PharmEasy;300000;1;Bangalore;Full Time;SDE
3.0;Tech 360;300000;1;Bangalore;Full Time;SDE
3.2;Zwayam;300000;1;Bangalore;Full Time;SDE
3.4;Employee Based Systems;300000;1;Bangalore;Full Time;SDE
4.3;PromptCloud;300000;1;Bangalore;Full Time;SDE
4.0;bhimanagouda patil;300000;1;Bangalore;Full Time;SDE
3.7;EPIKInDiFi;300000;1;Bangalore;Intern;SDE
3.1;Ausy;300000;1;Bangalore;Full Time;SDE
3.8;Quinnox;300000;1;Bangalore;Full Time;SDE
2.4;Artivatic Data Labs;300000;1;Bangalore;Full Time;SDE
3.7;QuickRide;300000;1;Bangalore;Full Time;SDE
2.6;Meaww;300000;1;Bangalore;Contractor;SDE
3.4;Denver Public Schools;300000;1;Bangalore;Full Time;SDE
3.1;Heraizen Technologies;300000;1;Bangalore;Full Time;SDE
4.0;Raabnits;300000;1;Bangalore;Full Time;SDE
4.5;Salesforce;300000;1;Bangalore;Full Time;SDE
3.0;Aberame;300000;1;Bangalore;Full Time;SDE
3.6;Regalix;300000;1;Bangalore;Full Time;SDE
3.5;Craft Silicon;300000;1;Bangalore;Full Time;SDE
4.8;AppsWise;300000;1;Bangalore;Full Time;SDE
4.1;Fresher;300000;1;Bangalore;Intern;SDE
3.4;Tikona Digital Networks;300000;1;Bangalore;Full Time;SDE
4.0;TCS;300000;2;Bangalore;Full Time;SDE
4.6;EWar;300000;1;Bangalore;Full Time;SDE
4.0;Meakala kavitha;300000;1;Bangalore;Full Time;SDE
4.2;KVP Business Solutions;300000;1;Bangalore;Full Time;SDE
4.2;Freelancer;300000;1;Bangalore;Full Time;SDE
2.6;eprentise;300000;1;Bangalore;Full Time;SDE
4.3;AgilizTech Software Services;300000;1;Bangalore;Full Time;SDE
3.2;Skanda;300000;1;Bangalore;Full Time;SDE
3.9;Maveric Systems;300000;2;Bangalore;Full Time;SDE
4.3;Maventic;300000;2;Bangalore;Full Time;SDE
3.5;triSys IT Services;300000;2;Bangalore;Full Time;SDE
4.0;Simplilearn Solutions;300000;2;Bangalore;Full Time;SDE
4.7;Fibonalabs;300000;2;Bangalore;Full Time;SDE
3.1;Foxmula;300000;2;Bangalore;Intern;SDE
3.8;Capgemini;200000;3;Bangalore;Full Time;SDE
4.0;MountBlue Technologies;400000;5;Bangalore;Full Time;SDE
3.8;Cognizant Technology Solutions;200000;11;Bangalore;Full Time;SDE
4.0;Mindtree;200000;4;Bangalore;Full Time;SDE
3.8;Capgemini;400000;4;Bangalore;Full Time;SDE
4.4;Moolya Software Testing;300000;5;Bangalore;Full Time;SDE
3.9;Tata Consultancy Services;1500000;23;Bangalore;Full Time;SDE
4.0;Mindtree;400000;11;Bangalore;Full Time;SDE
4.1;Capgemini Engineering;400000;6;Bangalore;Full Time;SDE
3.8;Cognizant Technology Solutions;400000;9;Bangalore;Full Time;SDE
3.8;Wipro;400000;4;Bangalore;Full Time;SDE
3.9;EY;500000;3;Bangalore;Full Time;SDE
4.3;HashedIn by Deloitte;500000;3;Bangalore;Full Time;SDE
4.0;Mindtree;400000;7;Bangalore;Full Time;SDE
3.9;Brillio;400000;3;Bangalore;Full Time;SDE
3.7;Mphasis;200000;6;Bangalore;Full Time;SDE
3.3;Infosys;400000;14;Bangalore;Full Time;SDE
4.0;Uber;3800000;3;Bangalore;Full Time;SDE
4.3;Cisco Systems;3700000;4;Bangalore;Full Time;SDE
4.3;MathWorks;360000;3;Bangalore;Intern;SDE
3.8;Amazon;492000;5;Bangalore;Intern;SDE
2.9;GKB Hi-Tech;4000000;1;Bangalore;Full Time;SDE
3.6;Pankaj Extrusions;480000;1;Bangalore;Full Time;SDE
4.0;Ajeet Singh;480000;1;Bangalore;Intern;SDE
4.5;LinkedIn;480000;2;Bangalore;Intern;SDE
3.8;Bsnl;480000;2;Bangalore;Full Time;SDE
3.6;BNY Mellon;480000;2;Bangalore;Intern;SDE
4.1;Qualcomm;480000;2;Bangalore;Full Time;SDE
4.1;Flipkart;3900000;3;Bangalore;Full Time;SDE
4.1;Swiggy;480000;6;Bangalore;Intern;SDE
3.5;Trilogy Innovations;3800000;4;Bangalore;Full Time;SDE
4.4;Microsoft;1600000;10;Bangalore;Full Time;SDE
4.2;Juniper Networks;492000;1;Bangalore;Intern;SDE
3.8;Boeing;492000;1;Bangalore;Intern;SDE
4.3;Petasense;492000;1;Bangalore;Intern;SDE
4.2;Media.net;2300000;5;Bangalore;Full Time;SDE
4.1;Dunzo;492000;3;Bangalore;Intern;SDE
4.0;Zeta Suite;120000;3;Bangalore;Intern;SDE
4.4;SAP;456000;4;Bangalore;Intern;SDE
4.0;Crio.Do;492000;3;Bangalore;Intern;SDE
3.9;XYZ (Turkey);504000;1;Bangalore;Full Time;SDE
3.4;Neev Technologies;504000;1;Bangalore;Full Time;SDE
4.1;IBM;504000;1;Bangalore;Intern;SDE
4.0;JPMorgan Chase & Co;504000;2;Bangalore;Intern;SDE
4.7;Fibonalabs;504000;2;Bangalore;Full Time;SDE
4.5;Google;1100000;5;Bangalore;Full Time;SDE
4.5;LinkedIn;480000;7;Bangalore;Intern;SDE
3.8;Citrix;408000;3;Bangalore;Intern;SDE
4.3;Fidelity Investments;516000;3;Bangalore;Intern;SDE
4.5;Google;516000;2;Bangalore;Full Time;SDE
3.3;Ola;516000;2;Bangalore;Intern;SDE
4.5;SelfMade;528000;1;Bangalore;Full Time;SDE
2.7;SpaceBasic;540000;1;Bangalore;Full Time;SDE
3.3;AxisRooms;540000;1;Bangalore;Intern;SDE
4.0;Reinforced Plastic Industries;540000;1;Bangalore;Full Time;SDE
3.8;ClearTax;540000;1;Bangalore;Intern;SDE
3.4;OYO;552000;3;Bangalore;Intern;SDE
3.4;OYO;492000;6;Bangalore;Intern;SDE
4.1;First Student;120000;7;Bangalore;Full Time;SDE
4.0;British Airways;552000;2;Bangalore;Intern;SDE
3.4;MiTAC;564000;1;Bangalore;Intern;SDE
3.0;Eclipse Advantage;564000;1;Bangalore;Full Time;SDE
4.0;Nones;31680;3;Bangalore;Intern;SDE
4.1;HyperVerge;420000;3;Bangalore;Intern;SDE
3.9;mChek;4800000;1;Bangalore;Full Time;SDE
4.1;Razorpay;576000;2;Bangalore;Full Time;SDE
4.0;Untar lancar aman;576000;1;Bangalore;Intern;SDE
4.1;Reputation;576000;1;Bangalore;Intern;SDE
4.0;Meesho;576000;1;Bangalore;Intern;SDE
3.7;ABC Infotech;576000;1;Bangalore;Full Time;SDE
3.6;MRG;576000;1;Bangalore;Intern;SDE
4.3;Urban Ladder;576000;1;Bangalore;Intern;SDE
3.9;North American Corporation;576000;1;Bangalore;Intern;SDE
4.2;PhonePe;576000;2;Bangalore;Intern;SDE
4.5;HackerRank;480000;3;Bangalore;Intern;SDE
4.0;Nothing Something;588000;1;Bangalore;Full Time;SDE
4.0;JPMorgan Chase & Co;588000;1;Bangalore;Intern;SDE
3.0;Mastree;588000;1;Bangalore;Intern;SDE
4.0;Siemens Digital Industries Software;588000;1;Bangalore;Full Time;SDE
3.5;Goodera;588000;1;Bangalore;Intern;SDE
4.8;Bluestream Software Solution;588000;1;Bangalore;Full Time;SDE
4.1;Myntra;588000;2;Bangalore;Intern;SDE
3.9;XYZ Tech;400000;2;Bangalore;Full Time;SDE
3.9;Micron Technology;400000;2;Bangalore;Full Time;SDE
4.0;Velankani Communications Technologies;400000;2;Bangalore;Full Time;SDE
3.3;Walmart;400000;2;Bangalore;Full Time;SDE
3.8;Wipro;400000;2;Bangalore;Full Time;SDE
3.8;Anonymous;400000;2;Bangalore;Full Time;SDE
3.5;Manisha Projects;400000;1;Bangalore;Intern;SDE
4.0;Pulkit Mehta;400000;1;Bangalore;Intern;SDE
4.0;Unbxd;400000;1;Bangalore;Full Time;SDE
3.8;National Instruments;400000;1;Bangalore;Intern;SDE
4.3;Meralco;400000;1;Bangalore;Full Time;SDE
3.3;Laurus Infosystems;400000;1;Bangalore;Full Time;SDE
3.6;Relevance Lab;400000;1;Bangalore;Full Time;SDE
4.0;SysTalino;400000;1;Bangalore;Full Time;SDE
3.7;Snapwiz;400000;1;Bangalore;Full Time;SDE
4.0;Saathiah;400000;1;Bangalore;Full Time;SDE
3.2;GHack Technolgies;400000;1;Bangalore;Full Time;SDE
4.0;Tayana Software Solutions;400000;1;Bangalore;Full Time;SDE
4.0;Nimesa Technologies;400000;1;Bangalore;Full Time;SDE
3.1;Quest Global;400000;1;Bangalore;Full Time;SDE
4.0;ujjwal kumar;400000;1;Bangalore;Intern;SDE
3.3;Datateck;400000;1;Bangalore;Full Time;SDE
3.9;AVIN Systems;400000;1;Bangalore;Contractor;SDE
3.2;Telerad Tech;400000;1;Bangalore;Full Time;SDE
3.9;Fresher Zones;400000;1;Bangalore;Full Time;SDE
3.5;BizRuntime IT Services;400000;1;Bangalore;Full Time;SDE
4.6;Jaza Software;400000;1;Bangalore;Full Time;SDE
3.8;Lentenics Technologies;400000;1;Bangalore;Full Time;SDE
3.9;SRIT;400000;1;Bangalore;Full Time;SDE
3.8;CGI;400000;1;Bangalore;Full Time;SDE
3.8;Terralogic;400000;1;Bangalore;Full Time;SDE
4.0;Iquickwater;400000;1;Bangalore;Full Time;SDE
3.1;MarketShare;400000;1;Bangalore;Full Time;SDE
4.0;Bibhishan biradar;400000;1;Bangalore;Full Time;SDE
4.4;ShipThis;400000;1;Bangalore;Full Time;SDE
2.0;LetsLocalise;400000;1;Bangalore;Full Time;SDE
3.7;Six Dee Telecom Solutions;400000;1;Bangalore;Full Time;SDE
4.2;K12 Techno Services;400000;1;Bangalore;Full Time;SDE
4.8;Fueb Labs;400000;1;Bangalore;Full Time;SDE
4.2;YES;400000;1;Bangalore;Full Time;SDE
4.7;TestVagrant;400000;2;Bangalore;Intern;SDE
4.0;Mindtree;400000;2;Bangalore;Full Time;SDE
4.2;Talisma;400000;2;Bangalore;Full Time;SDE
3.9;XYZ Tech;400000;2;Bangalore;Full Time;SDE
3.9;Synchronoss;400000;2;Bangalore;Full Time;SDE
3.6;Atos;400000;2;Bangalore;Full Time;SDE
3.9;Adcuratio;400000;2;Bangalore;Full Time;SDE
4.3;Sentienz;400000;2;Bangalore;Full Time;SDE
4.2;Saranyu;400000;2;Bangalore;Full Time;SDE
4.4;IIT Kanpur;48000;1;Bangalore;Intern;SDE
4.0;Simplilearn Solutions;400000;5;Bangalore;Full Time;SDE
3.8;Capgemini;400000;4;Bangalore;Full Time;SDE
4.0;Diatoz Solutions;100000;5;Bangalore;Full Time;SDE
3.8;Wipro;200000;11;Bangalore;Full Time;SDE
5.0;Teqtous;400000;4;Bangalore;Full Time;SDE
4.5;JUSPAY;400000;5;Bangalore;Intern;SDE
3.9;ABC;200000;10;Bangalore;Full Time;SDE
3.8;Amazon;100000;5;Bangalore;Full Time;SDE
4.0;Simplilearn Solutions;300000;6;Bangalore;Full Time;SDE
3.5;DXC Technology;400000;3;Bangalore;Full Time;SDE
3.8;NTT DATA;400000;7;Bangalore;Full Time;SDE
3.6;Tech Mahindra;400000;4;Bangalore;Full Time;SDE
3.1;Conduent;300000;3;Bangalore;Full Time;SDE
4.1;Robert Bosch India;500000;3;Bangalore;Full Time;SDE
4.1;Accenture;3200000;28;Bangalore;Full Time;SDE
3.6;KPIT Technologies;400000;6;Bangalore;Full Time;SDE
3.3;Lumen;900000;24;Bangalore;Full Time;SDE
3.3;Infosys;300000;18;Bangalore;Full Time;SDE
3.8;Symphony Teleca;100000;10;Bangalore;Full Time;SDE
3.8;Tata Consultancy Services (North America);100000;6;Bangalore;Full Time;SDE
3.6;Novopay Solutions;100000;6;Bangalore;Full Time;SDE
3.8;Symphony Teleca;500000;5;Bangalore;Full Time;SDE
3.9;ABC;200000;3;Bangalore;Full Time;SDE
3.9;HARMAN;500000;5;Bangalore;Full Time;SDE
3.8;Wipro;300000;3;Bangalore;Full Time;SDE
3.1;Samsung R&D Institute India - Bangalore;684000;22;Bangalore;Intern;SDE
3.9;Landmark Group;600000;2;Bangalore;Full Time;SDE
4.0;Practo Technologies;600000;2;Bangalore;Intern;SDE
3.6;Infosec Ventures;600000;1;Bangalore;Intern;SDE
3.8;Juicy Couture;600000;1;Bangalore;Intern;SDE
4.0;Zomato;600000;1;Bangalore;Full Time;SDE
3.8;Nasdaq Corporate Solutions;600000;1;Bangalore;Intern;SDE
4.4;ShareChat;600000;7;Bangalore;Intern;SDE
3.9;Tata Consultancy Services;168000;4;Bangalore;Full Time;SDE
4.0;Zingo TechServices;612000;1;Bangalore;Intern;SDE
3.3;Infosys;612000;1;Bangalore;Intern;SDE
4.1;Tekion;612000;1;Bangalore;Intern;SDE
2.7;Couture AI;612000;2;Bangalore;Intern;SDE
3.8;Samsung Electronics;612000;4;Bangalore;Intern;SDE
4.0;J.P. Morgan;600000;4;Bangalore;Intern;SDE
4.1;Flipkart;100000;30;Bangalore;Intern;SDE
3.1;Samsung R&D Institute India - Bangalore;468000;9;Bangalore;Intern;SDE
4.0;Visa Inc.;636000;3;Bangalore;Intern;SDE
3.8;NTT DATA;336000;6;Bangalore;Full Time;SDE
3.7;Revv;624000;1;Bangalore;Full Time;SDE
3.8;Honeywell;624000;2;Bangalore;Intern;SDE
4.3;Arista Networks;408000;3;Bangalore;Intern;SDE
4.8;Google Summer of Code;636000;1;Bangalore;Intern;SDE
3.9;TIAA;636000;1;Bangalore;Intern;SDE
3.8;Arvind;636000;2;Bangalore;Full Time;SDE
4.0;Tesco Bengaluru;4400000;4;Bangalore;Full Time;SDE
3.8;Amazon;2600000;16;Bangalore;Full Time;SDE
3.5;RentoMojo;648000;2;Bangalore;Full Time;SDE
4.0;Visa Inc.;60000;8;Bangalore;Intern;SDE
4.1;Flipkart;588000;8;Bangalore;Intern;SDE
3.2;Anonymous Employee;660000;1;Bangalore;Intern;SDE
4.5;Google;1500000;3;Bangalore;Full Time;SDE
4.1;Flipkart;1900000;3;Bangalore;Full Time;SDE
5.0;Bailey's Seamless Rain Gutters;672000;1;Bangalore;Full Time;SDE
4.0;Mayowish;672000;1;Bangalore;Full Time;SDE
4.0;Rup kumar;684000;1;Bangalore;Intern;SDE
3.8;LTI;228000;4;Bangalore;Full Time;SDE
3.9;Landmark Group;468000;3;Bangalore;Full Time;SDE
3.9;Oracle;360000;6;Bangalore;Intern;SDE
3.6;Société Générale;696000;1;Bangalore;Intern;SDE
4.1;Rupeek;696000;1;Bangalore;Intern;SDE
3.6;Amazon Payment Services;696000;1;Bangalore;Intern;SDE
3.0;Evive;708000;1;Bangalore;Full Time;SDE
4.4;Yahoo India;500000;2;Bangalore;Full Time;SDE
4.9;FullThrottle Labs;500000;2;Bangalore;Full Time;SDE
3.4;Hopscotch (India);500000;2;Bangalore;Full Time;SDE
3.6;Société Générale;500000;2;Bangalore;Full Time;SDE
3.4;Vedantu;500000;2;Bangalore;Full Time;SDE
3.6;JioSaavn;500000;2;Bangalore;Full Time;SDE
3.6;Aditi;500000;2;Bangalore;Full Time;SDE
4.0;DONE by NONE;500000;2;Bangalore;Intern;SDE
4.0;Simplilearn Solutions;500000;2;Bangalore;Full Time;SDE
3.9;Mobinius;500000;1;Bangalore;Full Time;SDE
3.9;Baronford & Associates;500000;1;Bangalore;Full Time;SDE
4.0;TechMojo Solutions;500000;1;Bangalore;Full Time;SDE
3.7;Huawei Technologies;500000;1;Bangalore;Contractor;SDE
4.5;Square Bridge Technologies;500000;1;Bangalore;Full Time;SDE
4.0;Vaidhyamegha;500000;1;Bangalore;Full Time;SDE
4.0;Text Mercato;500000;1;Bangalore;Full Time;SDE
3.9;i-exceed technology solutions;500000;1;Bangalore;Full Time;SDE
4.0;Raja Software Labs;500000;1;Bangalore;Full Time;SDE
4.7;DEEVIA Software India;500000;1;Bangalore;Intern;SDE
4.5;Intelizign;500000;1;Bangalore;Full Time;SDE
3.5;TAAL Technologies;500000;1;Bangalore;Contractor;SDE
3.6;Automation Anywhere;500000;1;Bangalore;Full Time;SDE
4.0;TATA ELXSI;500000;1;Bangalore;Full Time;SDE
4.8;Yesware;500000;1;Bangalore;Full Time;SDE
3.8;Tata Consultancy Services (North America);500000;1;Bangalore;Full Time;SDE
3.2;New Alternatives;500000;1;Bangalore;Full Time;SDE
4.1;LocalOye;500000;1;Bangalore;Full Time;SDE
2.8;Sourcebits Technologies;500000;1;Bangalore;Full Time;SDE
4.3;CognitiveClouds;500000;1;Bangalore;Intern;SDE
4.0;Terawe;500000;1;Bangalore;Full Time;SDE
4.7;RenderPub;500000;1;Bangalore;Full Time;SDE
4.0;Rakesh Jain;500000;1;Bangalore;Full Time;SDE
3.8;WayCool Foods & Products;500000;1;Bangalore;Full Time;SDE
3.9;Test Yantra;500000;1;Bangalore;Full Time;SDE
4.1;Geekyants Software;500000;1;Bangalore;Full Time;SDE
4.1;Odessa;500000;1;Bangalore;Full Time;SDE
4.2;House of Ankit;500000;1;Bangalore;Full Time;SDE
3.4;Piktorlabs;500000;1;Bangalore;Full Time;SDE
3.7;AIG;500000;1;Bangalore;Full Time;SDE
3.8;Anonymous Content;500000;2;Bangalore;Full Time;SDE
3.4;Redintegro Consulting Solutions;500000;1;Bangalore;Full Time;SDE
3.4;Sierra Circuits;500000;1;Bangalore;Full Time;SDE
3.9;42Gears Mobility Systems;500000;1;Bangalore;Full Time;SDE
2.8;CronJ IT Technologies;500000;1;Bangalore;Full Time;SDE
3.8;Yulu Bikes;500000;1;Bangalore;Full Time;SDE
4.0;IoTReady;500000;1;Bangalore;Full Time;SDE
4.2;Webyog;500000;1;Bangalore;Full Time;SDE
3.7;Theatro;500000;1;Bangalore;Full Time;SDE
4.0;GlobalLogic;500000;1;Bangalore;Full Time;SDE
3.6;JDA Worldwide;500000;1;Bangalore;Contractor;SDE
4.2;Bharti Airtel;500000;2;Bangalore;Full Time;SDE
4.1;Odessa;500000;2;Bangalore;Full Time;SDE
4.3;Apisero;500000;2;Bangalore;Full Time;SDE
3.9;Confidential;500000;2;Bangalore;Full Time;SDE
3.5;CenturyLink;500000;2;Bangalore;Full Time;SDE
4.6;Cloud Collab Technologies;500000;2;Bangalore;Full Time;SDE
3.8;Cognizant Technology Solutions;500000;2;Bangalore;Full Time;SDE
3.8;CSC;500000;2;Bangalore;Full Time;SDE
4.2;Xoxoday;500000;2;Bangalore;Full Time;SDE
4.4;smallcase;60000;2;Bangalore;Intern;SDE
3.7;Skillenza;60000;1;Bangalore;Intern;SDE
4.2;None of Your Business Boutique;60000;1;Bangalore;Intern;SDE
4.0;TrackNerd GPS;60000;1;Bangalore;Intern;SDE
3.7;Iplay N Talk;60000;1;Bangalore;Intern;SDE
3.9;Parati;60000;1;Bangalore;Intern;SDE
4.3;HashedIn by Deloitte;660000;15;Bangalore;Full Time;SDE
4.0;Deloitte;500000;3;Bangalore;Full Time;SDE
3.6;Novopay Solutions;300000;3;Bangalore;Full Time;SDE
3.7;BYJU'S;100000;3;Bangalore;Full Time;SDE
3.3;Infosys;500000;4;Bangalore;Full Time;SDE
4.3;HashedIn by Deloitte;600000;15;Bangalore;Full Time;SDE
3.8;Thomson Reuters;600000;3;Bangalore;Full Time;SDE
4.1;Accenture;300000;17;Bangalore;Full Time;SDE
3.3;Lumen;500000;3;Bangalore;Full Time;SDE
4.1;TEKsystems;400000;4;Bangalore;Full Time;SDE
4.2;YES;100000;4;Bangalore;Full Time;SDE
4.3;Nineleaps Technology Solutions;100000;9;Bangalore;Full Time;SDE
3.4;CENTURYLINK;400000;3;Bangalore;Full Time;SDE
4.0;Mindtree;300000;34;Bangalore;Full Time;SDE
4.2;Robert Bosch;500000;3;Bangalore;Full Time;SDE
3.3;CustomerXPs;600000;5;Bangalore;Full Time;SDE
4.1;Myntra;600000;3;Bangalore;Intern;SDE
3.8;Amazon;100000;186;Bangalore;Intern;SDE
4.4;Groww;120000;6;Bangalore;Intern;SDE
4.6;Intuit;732000;2;Bangalore;Intern;SDE
3.8;Amazon;312000;68;Bangalore;Intern;SDE
4.1;Plivo;744000;1;Bangalore;Intern;SDE
4.3;AltraDimension;744000;1;Bangalore;Full Time;SDE
3.9;AXA;744000;1;Bangalore;Full Time;SDE
3.8;Amazon;4500000;6;Bangalore;Full Time;SDE
4.6;slice;60000;4;Bangalore;Intern;SDE
3.9;Amrita University;768000;1;Bangalore;Intern;SDE
4.5;BIT Mesra;768000;1;Bangalore;Intern;SDE
4.5;Zetwerk;780000;1;Bangalore;Intern;SDE
3.8;Knowlarity Communications;780000;1;Bangalore;Full Time;SDE
4.7;O&P;792000;1;Bangalore;Full Time;SDE
4.7;Atlassian;792000;1;Bangalore;Intern;SDE
3.9;Yes Bank;816000;1;Bangalore;Full Time;SDE
4.4;Harness;816000;1;Bangalore;Intern;SDE
4.1;Accolite Digital;612000;4;Bangalore;Full Time;SDE
4.0;Tredence;600000;2;Bangalore;Full Time;SDE
3.6;Cerner;600000;2;Bangalore;Full Time;SDE
4.2;Licious;600000;2;Bangalore;Full Time;SDE
3.5;DXC Technology;600000;2;Bangalore;Full Time;SDE
3.8;Supermarket Grocery Supplies;600000;2;Bangalore;Full Time;SDE
3.9;Quinbay;600000;2;Bangalore;Full Time;SDE
3.7;HCL;600000;2;Bangalore;Full Time;SDE
4.0;Don't Know;600000;2;Bangalore;Full Time;SDE
4.1;Kongsberg Gruppen;600000;2;Bangalore;Full Time;SDE
